id,status,origin,area,concept_id,daily_id,type,difficulty,question,option1,option2,option3,option4,answer,step1_core,step2_detail,step3_trap,option_reason1,option_reason2,option_reason3,option_reason4,source_refs,memory_hook,legacy_daily_id,active_daily_id,learning_pool,fact_id
QRC2-158,RELEASE_READY_V09_1_CONTEXT_AUDIT,SOURCE_REDESIGN_V09,건전성·경영실태평가,PRU-06,D44,주체형,3,부실금고에 경영개선명령이 필요할 때 회장이 조치 의견을 제출하는 상대는?,장관,이사장,회장,대의원,1,정답: 장관,새마을금고 감독기준 제29조 (경영개선명령) 기준: 회장은 관리위원회 심의를 거쳐 장관에게 필요한 조치 의견을 제출합니다.,조문 번호 자체보다 기간·비율·금액·주체·핵심용어를 구분하세요.,정답: 회장은 관리위원회 심의를 거쳐 장관에게 필요한 조치 의견을 제출합니다.,오답: 이 문항의 기준은 「장관」입니다.,오답: 이 문항의 기준은 「장관」입니다.,오답: 이 문항의 기준은 「장관」입니다.,새마을금고 감독기준 제29조 (경영개선명령),장관,D44,D04,FOCUS,
QRC2-159,RELEASE_READY_V09,SOURCE_REDESIGN_V09,건전성·경영실태평가,PRU-06,D44,기간형,3,일반적인 경영개선권고·요구의 유예기간은 최대 얼마인가?,2년,6개월,3년,1년,4,정답: 1년,새마을금고 감독기준 제32조 (경영개선권고 또는 요구 유예 등) 기준: 일반적인 경영개선권고·요구의 유예기간은 1년을 초과할 수 없습니다.,조문 번호 자체보다 기간·비율·금액·주체·핵심용어를 구분하세요.,오답: 공식자료의 기준은 「1년」입니다.,오답: 공식자료의 기준은 「1년」입니다.,오답: 공식자료의 기준은 「1년」입니다.,정답: 일반적인 경영개선권고·요구의 유예기간은 1년을 초과할 수 없습니다.,새마을금고 감독기준 제32조 (경영개선권고 또는 요구 유예 등),1년,D44,D04,FOCUS,
QRC2-160,RELEASE_READY_V09,SOURCE_REDESIGN_V09,중앙회,CEN-07,D89,기간형,3,이자 납입주기가 6개월 이상인 대출은 납입기일 후 몇 개월까지 이자가 미납되면 연체대출금에 포함되는가?,6개월,2개월,1개월,3개월,4,정답: 3개월,새마을금고 감독기준 제41조 (연체대출금) 기준: 이자 납입주기가 6개월 이상이면 납입기일부터 3개월 경과 시까지 이자가 미납된 대출금을 연체대출금에 포함합니다.,조문 번호 자체보다 기간·비율·금액·주체·핵심용어를 구분하세요.,오답: 공식자료의 기준은 「3개월」입니다.,오답: 공식자료의 기준은 「3개월」입니다.,오답: 공식자료의 기준은 「3개월」입니다.,정답: 이자 납입주기가 6개월 이상이면 납입기일부터 3개월 경과 시까지 이자가 미납된 대출금을 연체대출금에 포함합니다.,새마을금고 감독기준 제41조 (연체대출금),3개월,D89,D02,FOCUS,
QRC2-161,RELEASE_READY_V09_1_CONTEXT_AUDIT,SOURCE_REDESIGN_V09,중앙회,CEN-07,D89,주체형,3,중앙회의 경영실태를 분석·평가하는 자는?,장관,회장,대의원,이사장,1,정답: 장관,새마을금고 감독기준 제44조 (경영실태 분석 및 평가) 기준: 장관은 중앙회의 경영실태를 분석·평가합니다.,조문 번호 자체보다 기간·비율·금액·주체·핵심용어를 구분하세요.,정답: 장관은 중앙회의 경영실태를 분석·평가합니다.,오답: 이 문항의 기준은 「장관」입니다.,오답: 이 문항의 기준은 「장관」입니다.,오답: 이 문항의 기준은 「장관」입니다.,새마을금고 감독기준 제44조 (경영실태 분석 및 평가),장관,D89,D02,QUICK,
QRC2-162,RELEASE_READY_V09,SOURCE_REDESIGN_V09,중앙회,CEN-07,D89,개념형,3,중앙회에 수립·추진하도록 명령할 수 있는 것은?,경영지도,경영개선계획,경영개선요구,경영개선권고,2,정답: 경영개선계획,새마을금고 감독기준 제45조 (경영개선계획의 수립 및 추진) 기준: 기준에 해당하는 경우 장관은 중앙회에 경영개선계획을 수립하여 추진하도록 명령할 수 있습니다.,조문 번호보다 숫자·기간·비율·공식 주체·핵심용어를 구분하세요.,오답: 공식자료의 기준은 「경영개선계획」입니다.,정답: 기준에 해당하는 경우 장관은 중앙회에 경영개선계획을 수립하여 추진하도록 명령할 수 있습니다.,오답: 공식자료의 기준은 「경영개선계획」입니다.,오답: 공식자료의 기준은 「경영개선계획」입니다.,새마을금고 감독기준 제45조 (경영개선계획의 수립 및 추진),경영개선계획,D89,D02,FOCUS,
QRC2-163,RELEASE_READY_V09,SOURCE_REDESIGN_V09,건전성·경영실태평가,PRU-05,D42,기준형,3,경영실태평가등급 조정 여부를 판단할 때 함께 고려하는 것은?,출자좌수,회원명부,비계량평가 항목,선거공보,3,정답: 비계량평가 항목,새마을금고 감독기준 시행세칙 제10조 (경영실태평가등급 조정) 기준: 종합평가 후 일정 사유가 있으면 비계량평가 항목을 감안하여 평가등급 조정 여부를 판단합니다.,조문 번호 자체보다 기간·비율·금액·주체·핵심용어를 구분하세요.,오답: 공식자료의 기준은 「비계량평가 항목」입니다.,오답: 공식자료의 기준은 「비계량평가 항목」입니다.,정답: 종합평가 후 일정 사유가 있으면 비계량평가 항목을 감안하여 평가등급 조정 여부를 판단합니다.,오답: 공식자료의 기준은 「비계량평가 항목」입니다.,새마을금고 감독기준 시행세칙 제10조 (경영실태평가등급 조정),비계량평가 항목,D42,D04,FOCUS,
QRC2-164,RELEASE_READY_V09,SOURCE_REDESIGN_V09,감독·검사·제재·공시,SUP-03,D33,기간형,3,현장경영지도의 기본 기간은 최대 얼마인가?,3개월,2년,1년,6개월,4,정답: 6개월,새마을금고 감독기준 시행세칙 제14조 (현장경영지도 기간) 기준: 현장경영지도의 기간은 6개월 이내입니다.,조문 번호 자체보다 기간·비율·금액·주체·핵심용어를 구분하세요.,오답: 공식자료의 기준은 「6개월」입니다.,오답: 공식자료의 기준은 「6개월」입니다.,오답: 공식자료의 기준은 「6개월」입니다.,정답: 현장경영지도의 기간은 6개월 이내입니다.,새마을금고 감독기준 시행세칙 제14조 (현장경영지도 기간),6개월,D33,D04,FOCUS,
QRC2-165,RELEASE_READY_V09,SOURCE_REDESIGN_V09,여유자금·유가증권·리스크,INV-01,D47,등급형,3,둘 이상의 신용평가 결과가 서로 다르면 어떤 등급을 적용하는가?,가장 낮은 등급,가장 최근 등급,가장 높은 등급,평균 등급,1,정답: 가장 낮은 등급,새마을금고 감독기준 시행세칙 제24조의2 (정의) 기준: 둘 이상의 신용평가 결과가 다르면 가장 낮은 등급을 적용합니다.,조문 번호 자체보다 기간·비율·금액·주체·핵심용어를 구분하세요.,정답: 둘 이상의 신용평가 결과가 다르면 가장 낮은 등급을 적용합니다.,오답: 공식자료의 기준은 「가장 낮은 등급」입니다.,오답: 공식자료의 기준은 「가장 낮은 등급」입니다.,오답: 공식자료의 기준은 「가장 낮은 등급」입니다.,새마을금고 감독기준 시행세칙 제24조의2 (정의),가장 낮은 등급,D47,D02,FOCUS,
QRC2-166,RELEASE_READY_V09,SOURCE_REDESIGN_V09,여유자금·유가증권·리스크,INV-01,D47,금액형,3,강화된 자금운용인력 자격기준이 적용되는 운용금액 기준은?,100억원 이상,50억원 이상,30억원 이상,20억원 이상,2,정답: 50억원 이상,새마을금고 감독기준 시행세칙 제25조의3 (자금운용인력의 자격기준) 기준: 직전년도 말 관련 운용금액이 50억원 이상인 금고는 정해진 상위 자격증 중 하나를 반드시 보유해야 합니다.,조문 번호 자체보다 기간·비율·금액·주체·핵심용어를 구분하세요.,오답: 공식자료의 기준은 「50억원 이상」입니다.,정답: 직전년도 말 관련 운용금액이 50억원 이상인 금고는 정해진 상위 자격증 중 하나를 반드시 보유해야 합니다.,오답: 공식자료의 기준은 「50억원 이상」입니다.,오답: 공식자료의 기준은 「50억원 이상」입니다.,새마을금고 감독기준 시행세칙 제25조의3 (자금운용인력의 자격기준),50억원 이상,D47,D02,QUICK,
QRC2-167,RELEASE_READY_V09,SOURCE_REDESIGN_V09,여유자금·유가증권·리스크,INV-02,D48,신용등급형,3,일반적인 선순위 사채권의 최소 신용평가등급 기준은?,AA- 이상,A0 이상,A- 이상,BBB+ 이상,3,정답: A- 이상,새마을금고 감독기준 시행세칙 제27조의2 (여유자금의 운용 조건) 기준: 일반적인 선순위 사채권은 A- 이상의 신용평가등급이 기본 기준입니다. 일부 업종에는 더 높은 기준이 적용됩니다.,조문 번호 자체보다 기간·비율·금액·주체·핵심용어를 구분하세요.,오답: 공식자료의 기준은 「A- 이상」입니다.,오답: 공식자료의 기준은 「A- 이상」입니다.,정답: 일반적인 선순위 사채권은 A- 이상의 신용평가등급이 기본 기준입니다. 일부 업종에는 더 높은 기준이 적용됩니다.,오답: 공식자료의 기준은 「A- 이상」입니다.,새마을금고 감독기준 시행세칙 제27조의2 (여유자금의 운용 조건),A- 이상,D48,D05,FOCUS,
QRC2-168,RELEASE_READY_V09,SOURCE_REDESIGN_V09,여유자금·유가증권·리스크,INV-02,D48,복합형,3,동일 유가증권 운용한도의 기본 기준은?,자기자본 15%·최고 30억원,자기자본 5%·최고 10억원,자기자본 20%·최고 50억원,자기자본 10%·최고 20억원,4,정답: 자기자본 10%·최고 20억원,"새마을금고 감독기준 시행세칙 제28조 (증권 등에의 운용한도) 기준: 동일 유가증권의 기본 운용한도는 자기자본의 10% 이내, 최고 20억원입니다.",조문 번호 자체보다 기간·비율·금액·주체·핵심용어를 구분하세요.,오답: 공식자료의 기준은 「자기자본 10%·최고 20억원」입니다.,오답: 공식자료의 기준은 「자기자본 10%·최고 20억원」입니다.,오답: 공식자료의 기준은 「자기자본 10%·최고 20억원」입니다.,"정답: 동일 유가증권의 기본 운용한도는 자기자본의 10% 이내, 최고 20억원입니다.",새마을금고 감독기준 시행세칙 제28조 (증권 등에의 운용한도),자기자본 10%·최고 20억원,D48,D05,FOCUS,
QRC2-169,RELEASE_READY_V09,SOURCE_REDESIGN_V09,여유자금·유가증권·리스크,INV-02,D48,기간형,3,손절매 사유가 3영업일 내 회복되지 않으면 최초 사유발생일 이후 언제까지 매도해야 하는가?,10영업일 이내,5영업일 이내,15영업일 이내,20영업일 이내,1,정답: 10영업일 이내,새마을금고 감독기준 시행세칙 제28조의2 (여유자금운용 위험관리 조치) 기준: 손절매 사유가 3영업일 이내 회복되지 않으면 최초 사유발생일 이후 10영업일 이내 매도하는 것이 원칙입니다.,조문 번호 자체보다 기간·비율·금액·주체·핵심용어를 구분하세요.,정답: 손절매 사유가 3영업일 이내 회복되지 않으면 최초 사유발생일 이후 10영업일 이내 매도하는 것이 원칙입니다.,오답: 공식자료의 기준은 「10영업일 이내」입니다.,오답: 공식자료의 기준은 「10영업일 이내」입니다.,오답: 공식자료의 기준은 「10영업일 이내」입니다.,새마을금고 감독기준 시행세칙 제28조의2 (여유자금운용 위험관리 조치),10영업일 이내,D48,D05,FOCUS,
QRC2-170,RELEASE_READY_V09,SOURCE_REDESIGN_V09,여유자금·유가증권·리스크,INV-06,D52,주체형,3,중앙회 외 금융기관에 여유자금을 운용한 경우 사후 보고 대상은?,정기총회,감사위원회,최초로 개최되는 이사회,선거관리위원회,3,정답: 최초로 개최되는 이사회,새마을금고 감독기준 시행세칙 제29조 (여유자금운용의 사후관리) 기준: 중앙회 외 금융기관에 여유자금을 운용하면 관련 사항을 작성해 최초로 개최되는 이사회에 보고합니다.,조문 번호 자체보다 기간·비율·금액·주체·핵심용어를 구분하세요.,오답: 공식자료의 기준은 「최초로 개최되는 이사회」입니다.,오답: 공식자료의 기준은 「최초로 개최되는 이사회」입니다.,정답: 중앙회 외 금융기관에 여유자금을 운용하면 관련 사항을 작성해 최초로 개최되는 이사회에 보고합니다.,오답: 공식자료의 기준은 「최초로 개최되는 이사회」입니다.,새마을금고 감독기준 시행세칙 제29조 (여유자금운용의 사후관리),최초로 개최되는 이사회,D52,D02,QUICK,
QRC2-171,RELEASE_READY_V09,SOURCE_REDESIGN_V09,감독·검사·제재·공시,SUP-04,D36,기간형,3,정기공시는 결산일부터 언제까지 해야 하는가?,1개월 이내,3개월 이내,2개월 이내,6개월 이내,2,정답: 3개월 이내,새마을금고 감독기준 시행세칙 제31조 (정기공시) 기준: 정기공시는 결산일부터 3개월 이내에 해야 합니다.,조문 번호 자체보다 기간·비율·금액·주체·핵심용어를 구분하세요.,오답: 공식자료의 기준은 「3개월 이내」입니다.,정답: 정기공시는 결산일부터 3개월 이내에 해야 합니다.,오답: 공식자료의 기준은 「3개월 이내」입니다.,오답: 공식자료의 기준은 「3개월 이내」입니다.,새마을금고 감독기준 시행세칙 제31조 (정기공시),3개월 이내,D36,D05,QUICK,
QRC2-172,RELEASE_READY_V09,SOURCE_REDESIGN_V09,감독·검사·제재·공시,SUP-04,D36,원칙형,3,수시공시 사유가 발생했을 때 기본 조치는?,공시,정기공시,재공시,정정공시,1,정답: 공시,새마을금고 감독기준 시행세칙 제34조 (수시공시) 기준: 수시공시 사유에 해당하면 금고는 관련 내용을 공시하여야 합니다.,조문 번호보다 숫자·기간·비율·공식 주체·핵심용어를 구분하세요.,정답: 수시공시 사유에 해당하면 금고는 관련 내용을 공시하여야 합니다.,오답: 공식자료의 기준은 「공시」입니다.,오답: 공식자료의 기준은 「공시」입니다.,오답: 공식자료의 기준은 「공시」입니다.,새마을금고 감독기준 시행세칙 제34조 (수시공시),공시,D36,D05,FOCUS,
QRC2-173,RELEASE_READY_V09,SOURCE_REDESIGN_V09,사업·금융거래·공제,BUS-03,D23,계산형,3,같은 금융상품을 2개 이상 판매한 경우 월수입금액 산정은?,12개월 환산,일시납입,월납 환산,합산,4,정답: 합산,새마을금고 감독기준 시행세칙 제36조 (월수입금액 산출) 기준: 차용인 및 관계인에게 같은 금융상품을 2개 이상 판매한 경우 월수입금액 산정 시 합산합니다.,조문 번호보다 숫자·기간·비율·공식 주체·핵심용어를 구분하세요.,오답: 공식자료의 기준은 「합산」입니다.,오답: 공식자료의 기준은 「합산」입니다.,오답: 공식자료의 기준은 「합산」입니다.,정답: 차용인 및 관계인에게 같은 금융상품을 2개 이상 판매한 경우 월수입금액 산정 시 합산합니다.,새마을금고 감독기준 시행세칙 제36조 (월수입금액 산출),합산,D23,D02,QUICK,
QRC2-174,RELEASE_READY_V09,SOURCE_REDESIGN_V09,감독·검사·제재·공시,SUP-05,D37,기간형,3,금고의 월말 기준 감독자료는 원칙적으로 다음 달 언제까지 회장에게 제출하는가?,말일까지,15일까지,10일까지,5일까지,3,정답: 10일까지,새마을금고 감독기준 시행세칙 제39조 (금고의 자료 등 제출) 기준: 연체대출금·여유자금운용·자산건전성분류 등 월말 기준 자료는 다음 달 10일까지 회장에게 제출합니다.,조문 번호 자체보다 기간·비율·금액·주체·핵심용어를 구분하세요.,오답: 공식자료의 기준은 「10일까지」입니다.,오답: 공식자료의 기준은 「10일까지」입니다.,정답: 연체대출금·여유자금운용·자산건전성분류 등 월말 기준 자료는 다음 달 10일까지 회장에게 제출합니다.,오답: 공식자료의 기준은 「10일까지」입니다.,새마을금고 감독기준 시행세칙 제39조 (금고의 자료 등 제출),10일까지,D37,D05,FOCUS,
QRC2-175,RELEASE_READY_V09,SOURCE_REDESIGN_V09,중앙회,CEN-01,D77,비율형,3,금고가 배당받는 금액 중 회전출자금으로 출자하는 비율은?,10%,20%,30%,15%,2,정답: 20%,새마을금고중앙회 정관 제12조의3 (회전출자) 기준: 금고는 배당받는 금액 중 20% 해당액을 회전출자금으로 중앙회에 출자합니다.,조문 번호 자체보다 기간·비율·금액·주체·핵심용어를 구분하세요.,오답: 공식자료의 기준은 「20%」입니다.,정답: 금고는 배당받는 금액 중 20% 해당액을 회전출자금으로 중앙회에 출자합니다.,오답: 공식자료의 기준은 「20%」입니다.,오답: 공식자료의 기준은 「20%」입니다.,새마을금고중앙회 정관 제12조의3 (회전출자),20%,D77,D02,FOCUS,
QRC2-176,RELEASE_READY_V09,SOURCE_REDESIGN_V09,중앙회,CEN-02,D79,기간형,3,회장이 정당한 이유 없이 필요한 총회를 개최하지 않을 때 감사위원장의 소집절차 기한은?,5일 이내,3일 이내,14일 이내,7일 이내,1,정답: 5일 이내,새마을금고중앙회 정관 제19조 (감사위원장의 총회소집) 기준: 회장이 정당한 이유 없이 필요한 총회를 개최하지 않은 경우 감사위원장은 5일 이내 총회 소집절차를 취합니다.,조문 번호 자체보다 기간·비율·금액·주체·핵심용어를 구분하세요.,정답: 회장이 정당한 이유 없이 필요한 총회를 개최하지 않은 경우 감사위원장은 5일 이내 총회 소집절차를 취합니다.,오답: 공식자료의 기준은 「5일 이내」입니다.,오답: 공식자료의 기준은 「5일 이내」입니다.,오답: 공식자료의 기준은 「5일 이내」입니다.,새마을금고중앙회 정관 제19조 (감사위원장의 총회소집),5일 이내,D79,D02,FOCUS,
QRC2-177,RELEASE_READY_V09,SOURCE_REDESIGN_V09,중앙회,CEN-02,D79,숫자형,3,중앙회에 총회를 갈음하는 대의원회를 두는 금고 수 기준은?,"1,000개 초과",300개 초과,100개 초과,500개 초과,4,정답: 500개 초과,새마을금고중앙회 정관 제26조 (대의원회) 기준: 중앙회는 금고가 500개를 초과하는 경우 총회에 갈음하는 대의원회를 둡니다.,조문 번호 자체보다 기간·비율·금액·주체·핵심용어를 구분하세요.,오답: 공식자료의 기준은 「500개 초과」입니다.,오답: 공식자료의 기준은 「500개 초과」입니다.,오답: 공식자료의 기준은 「500개 초과」입니다.,정답: 중앙회는 금고가 500개를 초과하는 경우 총회에 갈음하는 대의원회를 둡니다.,새마을금고중앙회 정관 제26조 (대의원회),500개 초과,D79,D02,QUICK,
QRC2-178,RELEASE_READY_V09,SOURCE_REDESIGN_V09,중앙회,CEN-02,D79,주기형,3,중앙회 이사회는 원칙적으로 얼마나 자주 개최하는가?,매월 1회 이상,매년 1회 이상,매분기 1회 이상,반기 1회 이상,3,정답: 매분기 1회 이상,새마을금고중앙회 정관 제33조 (이사회의 소집방법) 기준: 중앙회 이사회는 매분기마다 1회 이상 개최하는 것을 원칙으로 합니다.,조문 번호 자체보다 기간·비율·금액·주체·핵심용어를 구분하세요.,오답: 공식자료의 기준은 「매분기 1회 이상」입니다.,오답: 공식자료의 기준은 「매분기 1회 이상」입니다.,정답: 중앙회 이사회는 매분기마다 1회 이상 개최하는 것을 원칙으로 합니다.,오답: 공식자료의 기준은 「매분기 1회 이상」입니다.,새마을금고중앙회 정관 제33조 (이사회의 소집방법),매분기 1회 이상,D79,D02,FOCUS,
QRC2-179,RELEASE_READY_V09,SOURCE_REDESIGN_V09,중앙회,CEN-03,D81,정수형,3,중앙회 선거관리위원회 위원 수는?,3명 이상 5명 이내,5명 이상 7명 이내,9명 이상 11명 이내,7명 이상 9명 이내,2,정답: 5명 이상 7명 이내,새마을금고중앙회 정관 제45조의3 (위원회의 구성) 기준: 중앙회 선거관리위원회는 5명 이상 7명 이내의 위원으로 구성합니다.,조문 번호 자체보다 기간·비율·금액·주체·핵심용어를 구분하세요.,오답: 공식자료의 기준은 「5명 이상 7명 이내」입니다.,정답: 중앙회 선거관리위원회는 5명 이상 7명 이내의 위원으로 구성합니다.,오답: 공식자료의 기준은 「5명 이상 7명 이내」입니다.,오답: 공식자료의 기준은 「5명 이상 7명 이내」입니다.,새마을금고중앙회 정관 제45조의3 (위원회의 구성),5명 이상 7명 이내,D81,D02,QUICK,
QRC2-180,RELEASE_READY_V09,SOURCE_REDESIGN_V09,중앙회,CEN-03,D81,주체형,3,중앙회 임원·대의원 선거에서 선거운동을 할 수 있는 사람은?,금고 임직원,후보자,선거관리위원,대의원 전원,2,정답: 후보자,새마을금고중앙회 정관 제46조 (선거운동) 기준: 중앙회 임원 또는 대의원 선거의 선거운동을 할 수 있는 사람은 후보자에 한정됩니다.,조문 번호 자체보다 기간·비율·금액·주체·핵심용어를 구분하세요.,오답: 공식자료의 기준은 「후보자」입니다.,정답: 중앙회 임원 또는 대의원 선거의 선거운동을 할 수 있는 사람은 후보자에 한정됩니다.,오답: 공식자료의 기준은 「후보자」입니다.,오답: 공식자료의 기준은 「후보자」입니다.,새마을금고중앙회 정관 제46조 (선거운동),후보자,D81,D02,FOCUS,
QRC2-181,RELEASE_READY_V09,SOURCE_REDESIGN_V09,중앙회,CEN-03,D81,기간형,3,중앙회 회장을 포함한 이사의 임기는?,3년,2년,4년,5년,3,정답: 4년,새마을금고중앙회 정관 제48조 (임원의 임기) 기준: 중앙회 회장을 포함한 이사의 임기는 4년이고 감사위원의 임기는 3년입니다.,조문 번호 자체보다 기간·비율·금액·주체·핵심용어를 구분하세요.,오답: 공식자료의 기준은 「4년」입니다.,오답: 공식자료의 기준은 「4년」입니다.,정답: 중앙회 회장을 포함한 이사의 임기는 4년이고 감사위원의 임기는 3년입니다.,오답: 공식자료의 기준은 「4년」입니다.,새마을금고중앙회 정관 제48조 (임원의 임기),4년,D81,D02,FOCUS,
QRC2-182,RELEASE_READY_V09,SOURCE_REDESIGN_V09,중앙회,CEN-04,D84,비율형,3,중앙회의 소요자금 차입한도는 출자금 총액과 적립금 합계액의 몇 배를 초과할 수 없는가?,10배,3배,2배,5배,4,정답: 5배,새마을금고중앙회 정관 제59조 (사업의 종류 등) 기준: 중앙회의 소요자금 차입한도는 출자금 총액과 적립금 합계액의 5배를 초과할 수 없습니다.,조문 번호 자체보다 기간·비율·금액·주체·핵심용어를 구분하세요.,오답: 공식자료의 기준은 「5배」입니다.,오답: 공식자료의 기준은 「5배」입니다.,오답: 공식자료의 기준은 「5배」입니다.,정답: 중앙회의 소요자금 차입한도는 출자금 총액과 적립금 합계액의 5배를 초과할 수 없습니다.,새마을금고중앙회 정관 제59조 (사업의 종류 등),5배,D84,D02,FOCUS,
QRC2-183,RELEASE_READY_V09,SOURCE_REDESIGN_V09,중앙회,CEN-05,D85,비율형,3,신설 금고가 추가로 내는 출연금의 비율 상한은 납입출자금의?,10%,5%,15%,20%,1,정답: 10%,새마을금고중앙회 정관 제64조 (준비금의 조성) 기준: 신설 금고의 추가 출연금은 납입출자금의 10%를 초과하지 않는 범위에서 정한 비율을 적용합니다.,조문 번호 자체보다 기간·비율·금액·주체·핵심용어를 구분하세요.,정답: 신설 금고의 추가 출연금은 납입출자금의 10%를 초과하지 않는 범위에서 정한 비율을 적용합니다.,오답: 공식자료의 기준은 「10%」입니다.,오답: 공식자료의 기준은 「10%」입니다.,오답: 공식자료의 기준은 「10%」입니다.,새마을금고중앙회 정관 제64조 (준비금의 조성),10%,D85,D02,FOCUS,
QRC2-184,RELEASE_READY_V09,SOURCE_REDESIGN_V09,중앙회,CEN-06,D87,기간형,3,중앙회는 사업연도 경과 후 언제까지 결산을 완료해야 하는가?,1개월 이내,2개월 이내,3개월 이내,6개월 이내,2,정답: 2개월 이내,새마을금고중앙회 정관 제68조 (사업계획과 예산) 기준: 중앙회는 사업연도 경과 후 2개월 이내에 해당 사업연도 결산을 완료합니다.,조문 번호 자체보다 기간·비율·금액·주체·핵심용어를 구분하세요.,오답: 공식자료의 기준은 「2개월 이내」입니다.,정답: 중앙회는 사업연도 경과 후 2개월 이내에 해당 사업연도 결산을 완료합니다.,오답: 공식자료의 기준은 「2개월 이내」입니다.,오답: 공식자료의 기준은 「2개월 이내」입니다.,새마을금고중앙회 정관 제68조 (사업계획과 예산),2개월 이내,D87,D02,FOCUS,
QRC2-185,RELEASE_READY_V09,SOURCE_REDESIGN_V09,중앙회,CEN-06,D87,절차형,3,중앙회 잉여금 배당의 순서로 맞는 것은?,금고 → 우선출자자,감사위원 → 금고,우선출자자 → 금고,회장 → 금고,3,정답: 우선출자자 → 금고,새마을금고중앙회 정관 제72조 (잉여금의 배당) 기준: 결손 보전과 적립금 공제 후 잉여금은 총회 의결에 따라 우선출자자에게 배당한 후 금고에 배당합니다.,조문 번호 자체보다 기간·비율·금액·주체·핵심용어를 구분하세요.,오답: 공식자료의 기준은 「우선출자자 → 금고」입니다.,오답: 공식자료의 기준은 「우선출자자 → 금고」입니다.,정답: 결손 보전과 적립금 공제 후 잉여금은 총회 의결에 따라 우선출자자에게 배당한 후 금고에 배당합니다.,오답: 공식자료의 기준은 「우선출자자 → 금고」입니다.,새마을금고중앙회 정관 제72조 (잉여금의 배당),우선출자자 → 금고,D87,D02,FOCUS,
QRC2-186,RELEASE_READY_V09_1_CONTEXT_AUDIT,SOURCE_REDESIGN_V09,중앙회,CEN-06,D87,기간형,3,중앙회 경영공시의 세부기준을 정할 수 있는 사람은?,대의원,이사장,주무부장관,회장,4,정답: 회장,새마을금고중앙회 정관 제72조의2 (경영공시) 기준: 중앙회 정관은 회장이 구체적인 경영공시 항목과 공시방법의 세부기준을 따로 정할 수 있도록 합니다.,조문 번호보다 숫자·기간·비율·공식 주체·핵심용어를 구분하세요.,오답: 이 문항의 기준은 「회장」입니다.,오답: 이 문항의 기준은 「회장」입니다.,오답: 이 문항의 기준은 「회장」입니다.,정답: 중앙회 정관은 회장이 구체적인 경영공시 항목과 공시방법의 세부기준을 따로 정할 수 있도록 합니다.,새마을금고중앙회 정관 제72조의2 (경영공시),회장,D87,D02,FOCUS,
QRC2-187,RELEASE_READY_V09,SOURCE_REDESIGN_V09,중앙회,CEN-06,D87,원칙형,3,우선출자 배당은 일반 출자 배당과 비교해 어떻게 실시하는가?,우선하여 실시,동시에 실시,나중에 실시,배당하지 않는다,1,정답: 우선하여 실시,새마을금고중앙회 정관 제72조의4 (우선출자에 대한 배당) 기준: 우선출자에 대한 배당은 일반 출자에 대한 배당보다 우선하여 실시합니다.,조문 번호 자체보다 기간·비율·금액·주체·핵심용어를 구분하세요.,정답: 우선출자에 대한 배당은 일반 출자에 대한 배당보다 우선하여 실시합니다.,오답: 공식자료의 기준은 「우선하여 실시」입니다.,오답: 공식자료의 기준은 「우선하여 실시」입니다.,오답: 공식자료의 기준은 「우선하여 실시」입니다.,새마을금고중앙회 정관 제72조의4 (우선출자에 대한 배당),우선하여 실시,D87,D02,FOCUS,
QRC2-188,RELEASE_READY_V09,SOURCE_REDESIGN_V09,중앙회,CEN-07,D89,주체형,3,회장은 금고를 최소 얼마나 자주 검사해야 하는가?,3년마다 1회 이상,2년마다 1회 이상,5년마다 1회 이상,매년 1회 이상,2,정답: 2년마다 1회 이상,새마을금고중앙회 정관 제73조 (금고지도·감독) 기준: 중앙회 정관상 회장은 금고의 재산 및 업무집행상황을 2년마다 1회 이상 검사해야 하며 필요하면 수시검사도 할 수 있습니다.,조문 번호보다 숫자·기간·비율·공식 주체·핵심용어를 구분하세요.,오답: 공식자료의 기준은 「2년마다 1회 이상」입니다.,정답: 중앙회 정관상 회장은 금고의 재산 및 업무집행상황을 2년마다 1회 이상 검사해야 하며 필요하면 수시검사도 할 수 있습니다.,오답: 공식자료의 기준은 「2년마다 1회 이상」입니다.,오답: 공식자료의 기준은 「2년마다 1회 이상」입니다.,새마을금고중앙회 정관 제73조 (금고지도·감독),2년마다 1회 이상,D89,D02,FOCUS,
QRC2-189,RELEASE_READY_V09,SOURCE_REDESIGN_V09,회원·출자,MEM-02,D06,원칙형,3,회원의 의결권과 선거권은 출자좌수에 따라 달라지는가?,10좌부터 인정된다,좌수에 비례한다,관계없이 평등하다,100좌부터 인정된다,3,정답: 관계없이 평등하다,새마을금고 정관(예) 제10조 (의결권 등) 기준: 회원은 출자좌수와 관계없이 평등한 의결권과 선거권을 가집니다.,조문 번호 자체보다 기간·비율·금액·주체·핵심용어를 구분하세요.,오답: 공식자료의 기준은 「관계없이 평등하다」입니다.,오답: 공식자료의 기준은 「관계없이 평등하다」입니다.,정답: 회원은 출자좌수와 관계없이 평등한 의결권과 선거권을 가집니다.,오답: 공식자료의 기준은 「관계없이 평등하다」입니다.,새마을금고 정관(예) 제10조 (의결권 등),관계없이 평등하다,D06,D01,FOCUS,
